Address Line 1,City,CO2 Emission,County,Facility ID,Gas Code,Gas Name,Latitude,Longitude,State Name,Year,Zip Code,Facility Name,geometry,is_major_city,distance_to_nearest_major_city
5300 LOST HILLS ROAD,AGOURA (UNINCORP. LA COUNTY),37300.2,LOS,1003599,BIOCO2,BIOGENIC CO2,34.141301,-118.711378,CALIFORNIA,2011,91301,CALABASAS SANITARY LANDFILL,POINT (-2058988.9425260243 1477979.439726238),no,28047.45719934409
21939 COLUMBUS ROAD,COLUMBUS,173.138,BURLINGTON,1006969,N2O,NITROUS OXIDE,40.0758,-74.7617,NEW JERSEY,2011,8022,BURLINGTON CNTY RESOURCE RECOVERY COMPLEX,POINT (1780435.4462056232 2095251.211515468),yes,0.0
14094 M 60,THREE RIVERS,60150.5,SAINT,1007831,CH4,METHANE,41.918981,-85.68139,MICHIGAN,2011,49093,WESTSIDE RECYCLING AND DISPOSAL FACILITY,POINT (848188.5042140988 2147941.995141456),no,165496.67275911412
8000 CHAMBERS RD,CHARLES CITY,134.624,NEW,1007583,CO2,CARBON DIOXIDE,37.432808,-77.122354,VIRGINIA,2011,23030,WASTE MANAGEMENT CHARLES CITY LANDFILL,POINT (1643769.6230682503 1763056.47281046),no,32784.54123647891
25680 HAWTHORNE BLVD,ROLLING HILLS ESTATES,2173.9,LOS,1003361,CO2,CARBON DIOXIDE,33.791669,-118.352439,CALIFORNIA,2011,90274,PALOS VERDES LANDFILL,POINT (-2036160.80461776 1432266.2555002014),no,36375.65629765911
1070 WEST 500 SOUTH,WEST BOUNTIFUL,271.18,DAVIS,1005769,N2O,NITROUS OXIDE,40.886022,-111.904759,UTAH,2011,84087,HOLLYFRONTIER WOODS CROSS REFINING LLC,POINT (-1323095.2786302916 2097203.566221559),no,12340.313095485539
45 COUNTY ROUTE 42,MASSENA,292681.9,SAINT,1002483,CO2,CARBON DIOXIDE,44.950425,-74.893685,NEW YORK,2011,13662,ARCONIC INC MASSENA OPERATIONS,POINT (1649564.1625527616 2624139.708399152),no,424039.48180280696
194 COUNTY ROUTE 45,MASSENA,2.682,ST.,1002485,N2O,NITROUS OXIDE,44.982804,-74.748897,NEW YORK,2011,13662,REYNOLDS METALS ST LAWRENCE REDUCTION PL,POINT (1659892.4055704833 2630175.0181778697),no,418231.07551101426
3 MILE WEST ON FM 303 ON FM 301 HWY,SUNDOWN,3905.5,HOCKLEY,1002625,CH4,METHANE,33.464722,-102.554994,TEXAS,2011,79372,SLAUGHTER GASOLINE PLANT,POINT (-604697.71453371 1176038.867155708),no,541792.8684777478
925 E Salmon Hwy.,TERRETON,5061.75,JEFFERSON,1007349,CH4,METHANE,43.787894,-112.411878,IDAHO,2011,83450,MUD LAKE LANDFILL,POINT (-1309117.7672271736 2423983.1542021413),no,338872.09067144856
6363 Main Street,WILLIAMSVILLE,447.8,ERIE,1003066,CO2,CARBON DIOXIDE,42.96609,-78.71452,NEW YORK,2011,14221,NATIONAL FUEL GAS DISTRIBUTION CORPORATION,POINT (1394647.4555940544 2346100.4533728184),no,294789.75705620187
3185 117th Street,INVER GROVE HEIGHTS,13.0,DAKOTA,1003409,CH4,METHANE,44.781,-93.042,MINNESOTA,2011,55075,INVER HILLS GENERATING PLANT,POINT (233643.32217142681 2424981.097594756),no,27018.638134709512
3185 117th Street,INVER GROVE HEIGHTS,25541.5,DAKOTA,1003409,CO2,CARBON DIOXIDE,44.781,-93.042,MINNESOTA,2011,55075,INVER HILLS GENERATING PLANT,POINT (233643.32217142681 2424981.097594756),no,27018.638134709512
200 SHATTUCK WAY,NEWINGTON,622.82,ROCKINGHAM,1000170,N2O,NITROUS OXIDE,43.1047,-70.8044,NEW HAMPSHIRE,2011,3801,NEWINGTON ENERGY,POINT (2016193.3911283163 2503245.016122455),no,90757.72730798129
31495 COUNTY ROAD 43,GREELEY,24.734,WELD,1002355,N2O,NITROUS OXIDE,40.457201,-104.664686,COLORADO,2011,80631,LUCERNE GAS PLANT,POINT (-727549.3904060643 1971389.4209833015),no,79906.48040779702
11 DETRITUS DR,BATH,14295.5,SAGADAHOC,1002766,CH4,METHANE,43.94,-69.82,MAINE,2011,4530,BATH LANDFILL,POINT (2067642.9588623627 2614243.055169395),no,208009.40419656422
7594 HIGHWAY 75,GEISMAR,721.458,ASCENSION,1001936,N2O,NITROUS OXIDE,30.184161,-90.992889,LOUISIANA,2011,70734,SHELL CHEMICAL CO - GEISMAR PLANT,POINT (481299.44450963364 802497.8326806655),no,425995.92984265555
4045 SCENIC HWY,BATON ROUGE,12128.5,EAST,1007643,CH4,METHANE,30.484917,-91.17392,LOUISIANA,2011,70805,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,POINT (462217.9884521448 834954.4191013108),no,412863.54018616315
1 DNA WAY,SOUTH SAN FRANCISCO,20.264,SAN,1003665,N2O,NITROUS OXIDE,37.65701,-122.37822,CALIFORNIA,2011,94080,GENENTECH INCORPORATED,POINT (-2275597.337861715 1942243.1993262803),no,12509.864049955979
1176 NO. 1 ROAD,CAIRNBROOK,1.49,SOMERSET,1007686,N2O,NITROUS OXIDE,40.12149,-78.800713,PENNSYLVANIA,2011,15924,SHADE LDFL,POINT (1445066.3973299863 2031713.2103468294),no,105308.96736507076
1436 WEST SUNBURY ROAD,WEST SUNBURY,14702.275,BUTLER,1007647,CH4,METHANE,41.019046,-79.901903,PENNSYLVANIA,2011,16061,NORTHWEST SANI LDFL,POINT (1336514.3981604844 2114594.0876932065),no,65183.42658542943
2236 BOLTON RD NW,ATLANTA,9825.0,FULTON,1007541,CH4,METHANE,33.81774,-84.46372,GEORGIA,2011,30318,BOLTON ROAD LANDFILL,POINT (1057676.2113248615 1258885.531447119),yes,0.0
5530 SE 2nd Street,TECUMSEH,6123.9,SHAWNEE,1005842,N2O,NITROUS OXIDE,39.0522,-95.5669,KANSAS,2011,66542,WESTAR ENERGY  INC.,POINT (37134.00053771961 1780845.401358426),no,87164.80639999856
6001 N 151st West,COLWICH,481577.0,SEDGWICK,1006735,CO2,CARBON DIOXIDE,37.7903,-97.5217,KANSAS,2011,67030,WESTAR ENERGY  INC,POINT (-132730.1293521666 1640384.1373513932),no,296874.34914079716
202 County Road 306,MARYNEAL,371597.8,NOLAN,1006110,CO2,CARBON DIOXIDE,32.25,-100.458333,TEXAS,2011,79535,LONE STAR INDUSTRIES  INC. /DBA/ BUZZI UNICEM USA,POINT (-417812.24327306723 1029444.5278832435),no,336117.46468225576
26 MILES WEST OF JAYTON ,JAYTON,38958.75,KENT,1002454,CH4,METHANE,33.1351,-100.5208,TEXAS,2011,79528,SALT CREEK FIELD GAS PLANT,POINT (-418967.02270929964 1128340.1316924857),no,350850.64019826823
2690 W RIVER RD,STEVENS POINT,28564.25,PORTAGE,1002854,CH4,METHANE,44.486243,-89.582534,WISCONSIN,2011,54481,WATER RENEWAL CENTER,POINT (508807.6302185958 2405703.451403468),no,204777.91535655232
417 SOLID WASTE RD,WASHINGTON,59477.5,ST.,1006238,CH4,METHANE,30.6833,-92.060059,LOUISIANA,2011,70589,ST LANDRY PARISH LANDFILL,POINT (376488.49584036303 853063.7524580454),yes,0.0
211 Yearwood Road,WILLIAMS,221768.8,CADDO,1003475,CO2,CARBON DIOXIDE,32.239218,-93.520564,LOUISIANA,2011,71052,CLEAR LAKE AMINE PLANT,POINT (232450.34001498806 1021472.9159624054),no,309526.2929068947
4525 W OLD US 24,WABASH,908.5,WABASH,1001721,CH4,METHANE,40.792359,-85.876802,INDIANA,2011,46992,REAL ALLOY SPECIFICATION  INC.,POINT (845595.2810656396 2020818.8465015222),no,115975.28435650947
4525 W OLD US 24,WABASH,22.0,WABASH,1001721,CH4,METHANE,40.792359,-85.876802,INDIANA,2011,46992,REAL ALLOY SPECIFICATION  INC.,POINT (845595.2810656396 2020818.8465015222),no,115975.28435650947
38650 171ST ST,REDFIELD,33.75,SPINK,1001723,CH4,METHANE,44.91167,-98.50145,SOUTH DAKOTA,2011,57469,REDFIELD ENERGY LLC,POINT (-197208.10063776575 2438486.085323689),no,412484.94881053036
7530 HIGHWAY 114,PENNINGTON,113778.5,CHOCTAW,1006962,CH4,METHANE,32.24181,-88.017239,ALABAMA,2011,36916,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,POINT (747574.9714765616 1050145.836453007),no,367073.7056433883
401 Ida Fruge Road,EVANGELINE,28.608,ACADIA,1003574,N2O,NITROUS OXIDE,30.259125,-92.567721,LOUISIANA,2011,70537,EGAN,POINT (329701.9896232897 804093.0057691879),no,276814.1110771934
803 US HIGHWAY 212 SOUTH,LAUREL,357.6,YELLOWSTONE,1006671,N2O,NITROUS OXIDE,45.65922,-108.76778,MONTANA,2011,59044,CHS INC LAUREL REFINERY,POINT (-992535.7891122273 2585792.834693312),no,601876.8859722733
803 US HIGHWAY 212 SOUTH,LAUREL,207394.0,YELLOWSTONE,1006671,CO2,CARBON DIOXIDE,45.65922,-108.76778,MONTANA,2011,59044,CHS INC LAUREL REFINERY,POINT (-992535.7891122273 2585792.834693312),no,601876.8859722733
20743 285TH AVENUE,HARPER,64777.3,KEOKUK,1002075,CO2,CARBON DIOXIDE,41.355425,-92.055004,IOWA,2011,52231,NGPL STATION 109 HARPER  IA,POINT (327440.16228137683 2045580.4322236623),no,326973.2235666224
700 S. KAMINSKI ST.,GEORGETOWN,44425.5,GEORGETOWN,1007912,CH4,METHANE,33.364166,-79.303279,SOUTH CAROLINA,2011,29440,INTERNATIONAL PAPER - GEORGETOWN MILL,POINT (1535537.7634390255 1279186.8337219858),no,248919.4834153218
12650 S Council Rd,CASHION,10913.25,OKLAHOMA,1007821,CH4,METHANE,35.748403,-97.656211,OKLAHOMA,2011,73016,CASHION GAS PLANT,POINT (-148448.1856687562 1411859.2639436342),no,340163.03336139384
1299 Prisock Rd.,JACKSON,16.75,HINDS,1002960,CH4,METHANE,32.159139,-90.256556,MISSISSIPPI,2011,39272,DARLING INGREDIENTS INC.,POINT (538727.7366263036 1025799.3218895426),no,330531.32433784736
138 WEST KARCHER ROAD,NAMPA,261170.0,CANYON,1005707,CO2,CARBON DIOXIDE,43.612136,-116.579232,IDAHO,2011,83687,AMALGAMATED SUGAR CO LLC,POINT (-1641071.3375126033 2469433.3797175023),no,495768.61504519684
13100 MUNSON HWY,MILTON,29.8,SANTA,1002837,N2O,NITROUS OXIDE,30.911465,-86.887276,FLORIDA,2011,32570,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,POINT (867270.4581896802 912234.6654114013),no,392817.233486676
1224 BONICORD ROAD,DYERSBURG,52009.4,DYER,1003118,CO2,CARBON DIOXIDE,35.94181,-89.31276,TENNESSEE,2011,38024,TRUNKLINE GAS CO - DYERSBURG,POINT (597398.5603003447 1453248.7844266908),no,110221.45386307873
89 East Avenue,ROCHESTER,62807.75,MONROE,1003576,CH4,METHANE,43.2689,-77.6294,NEW YORK,2011,14649,ROCHESTER GAS & ELECTRIC CORP,POINT (1474640.7866622673 2395709.8484325055),no,370925.63213516923
9900 GILES RD,AUSTIN,90.25675,TRAVIS,1007894,N2O,NITROUS OXIDE,30.33381,-97.62195,TEXAS,2011,78754,WASTE MANAGEMENT OF TEXAS AUSTIN COMMUNITY RECYCLING & DISPOSAL FACILITY,POINT (-155688.00092526752 807760.4388679337),yes,0.0
1970 N OGDEN HWY,ADRIAN,573.4,LENAWEE,1001991,CO2,CARBON DIOXIDE,41.890683,-83.992445,MICHIGAN,2011,49221,ADRIAN LANDFILL,POINT (986731.2902468877 2161103.5252711168),no,91525.82094154101
2811 SOUTH 11TH STREET,SAINT JOSEPH,30.75,BUCHANAN,1001678,CH4,METHANE,39.74025,-94.846817,MISSOURI,2011,64503,ICM BIOFUELS LLC,POINT (97936.16136741142 1858465.9677812748),no,73458.77302696354
31831 WEST HIGHWAY 12,WALLULA,96223.0,WALLA,1002893,CO2,CARBON DIOXIDE,46.10396,-118.9184,WASHINGTON,2011,99363,BOISE PAPER,POINT (-1757926.461777819 2781403.3515143883),no,296983.44525403786
100 MILL SUPPLY ROAD,CROSSETT,137207.75,ASHLEY,1007214,CH4,METHANE,33.139372,-91.96557,ARKANSAS,2011,71635,GEORGIA-PACIFIC CROSSETT PAPER OPERATIONS,POINT (373900.9579675692 1126787.6007253667),no,286256.0733093214
5900 HWY 225  Gate 8A,DEER PARK,100135.0,HARRIS,1001711,CO2,CARBON DIOXIDE,29.728559,-95.110764,TEXAS,2011,77536,OXY VINYLS LP - DEER PARK VCM FACILITY,POINT (85987.53698504079 739664.0572775429),no,27593.17554058499
1300 MAIN STREET,ATCHISON,9107.5,ATCHISON,1002865,CH4,METHANE,39.561,-95.1333,KANSAS,2011,66002,MGPI PROCESSING  INC.,POINT (73790.05133657745 1838120.9244757337),no,69623.17401070011
1670 State Highway 13,MCFADDEN,21528.5,ALBANY,1002772,CO2,CARBON DIOXIDE,41.682318,-106.11105,WYOMING,2011,82083,ARLINGTON COMPRESSOR STATION,POINT (-834004.1808108023 2119778.084720344),no,238656.07003293626
2801 NORTH MADERA ROAD,SIMI VALLEY,9628.090878,VENTURA,1007816,BIOCO2,BIOGENIC CO2,34.28581,-118.791555,CALIFORNIA,2011,93065,SIMI VALLEY LANDFILL & RECYCLING CENTER,POINT (-2062280.8376983213 1495411.5561207247),no,40083.84396740431
2339 Avinger Cut Off Road,AVINGER,3138.5,CASS,1003082,CH4,METHANE,32.854676,-94.59315,TEXAS,2011,75630,AVINGER GAS PLANT,POINT (130888.10980365914 1088046.1734308852),no,202415.16482287523
2373 LENA LANDEGGER HWY,PERDUE HILL,162612.0,MONROE,1007917,CH4,METHANE,31.580112,-87.490073,ALABAMA,2011,36470,ALABAMA RIVER CELLULOSE  LLC,POINT (803407.4139024116 981011.4975369893),no,375641.2261481168
846 Northwest 40 Road,GREAT BEND,11.92,BARTON,1002743,N2O,NITROUS OXIDE,38.41977,-98.9307,KANSAS,2011,67530,NGPL STATION 104 GREAT BEND  KS,POINT (-253424.99150462853 1713782.7103483332),no,384838.0832308328
2400 E. Spring St,LONG BEACH,7.8,LOS,1006629,CO2,CARBON DIOXIDE,33.8117,-118.16328,CALIFORNIA,2011,90806,CITY OF LONG BEACH GAS AND OIL DEPARTMENT,POINT (-2018727.33736272 1430407.6750685228),no,40510.58111653085
20 Rasmussen Rd,WAMSUTTER,50.66,SWEETWATER,1002079,N2O,NITROUS OXIDE,41.750585,-108.190306,WYOMING,2011,82336,WAMSUTTER COMPRESSOR STATION,POINT (-1003672.3537085672 2147469.263336996),no,329480.7964092012
6650 MELOY HALL BLDG. 6,FORT BENNING,9.238,MUSCOGEE,1003440,N2O,NITROUS OXIDE,32.36561,-84.877639,GEORGIA,2011,31905,U S ARMY FORT BENNING MANEUVER CENTER OF EXCELLENCE,POINT (1038829.6885905096 1093390.1868999016),no,161570.94090683502
666 Grand Avenue  Suite 500,DESMOINES,83627.5,POLK,1002424,CH4,METHANE,41.58758,-93.62616,IOWA,2011,50309,MIDAMERICAN ENERGY LOCAL GAS DISTRIBUTION COMPANY,POINT (196419.13699518313 2067220.677279275),no,286826.1459621516
4585 INDUSTRIAL RD.,JACKSON,10684.194,CLARKE,1002963,N2O,NITROUS OXIDE,31.492253,-87.898805,ALABAMA,2011,36545,BOISE WHITE PAPER MILL,POINT (765748.3838277046 967893.5777439844),no,411501.04684264626
32 MILES S.W. OF DELTA HWY. 257,DELTA,902943.5,MILLARD,1002928,CO2,CARBON DIOXIDE,38.938951,-112.816647,UTAH,2011,84624,GRAYMONT WESTERN US INC. CRICKET MOUNTAIN,POINT (-1436585.8514635584 1895506.1665048003),no,219272.33268166817
1301 Finley Island Road,DECATUR,18.774,MORGAN,1005826,N2O,NITROUS OXIDE,34.64162,-87.05203,ALABAMA,2011,35601,ALPHAPET  INC.,POINT (812517.8497072357 1324990.816909879),no,172922.64297210376
40404 S. 99TH AVENUE,MOBILE,491.191,MARICOPA,1007815,CO2,CARBON DIOXIDE,33.077084,-112.280658,ARIZONA,2011,85139,BUTTERFIELD STATION LANDFILL,POINT (-1503117.6235102909 1240966.7042435962),no,58049.13623276117
41100 Highway 395,BORON,37.75,KERN,1003617,CH4,METHANE,35.007353,-117.666952,CALIFORNIA,2011,93516,LUZ SOLAR PARTNERS III - VII,POINT (-1944098.1686456103 1550209.3910462172),no,120477.98319816825
6 MI W ON COUNTY LINE RD,OKARCHE,38.442,KINGFISHER,1006905,N2O,NITROUS OXIDE,35.735056,-98.088083,OKLAHOMA,2011,73762,DCP MIDSTREAM LP/OKARCHE GAS PLT,POINT (-187184.63895594524 1411127.8425311027),no,350281.82793038484
9427 BEYERS ROAD,GEORGETOWN,65.8,BROWN,1002425,CO2,CARBON DIOXIDE,38.89689,-83.903255,OHIO,2011,45121,RUMPKE WASTE INC BROWN COUNTY SANITARY LANDFILL *,POINT (1036589.9394302439 1829416.04029904),no,58511.701502367556
11633 SAUNDERS RD,EAST JORDAN,31799.909475,CHARLEVOIX,1007838,CH4,METHANE,45.2474,-85.209434,MICHIGAN,2011,49727,CEDAR RIDGE RECYCLING & DISPOSAL FACIL,POINT (844740.5983544518 2521252.5008999733),no,327984.3067957966
2244 EAST SEASONS ROAD,ATHOL,16.092,KOOTENAI,1004781,N2O,NITROUS OXIDE,47.917428,-116.755223,IDAHO,2011,83801,GAS TRANSMISSION NORTHWEST PIPELINE ATHOL CS#5,POINT (-1551314.5745450621 2939135.053260743),no,421753.52843693475
3991 HICKORY RD,LAKE GEORGE,28923.6,CLARE,1005067,CO2,CARBON DIOXIDE,43.942122,-84.93902,MICHIGAN,2011,48633,ANR PIPELINE LINCOLN GAS STORAGE FACILITY,POINT (882697.9390899224 2379291.88332521),no,228855.28784820938
RD 31 KM 24.6,JUNCOS,29.0,JUNCOS,1005072,CH4,METHANE,18.235793,-65.904429,PUERTO RICO,2011,777,AMGEN MANUFACTURING  LIMITED,POINT (3251750.7918608054 6415.816315691369),no,24416.922991625157
1611 COUNTY ROAD 85,STEVENSON,64647.25,JACKSON,1008553,CH4,METHANE,34.864542,-85.787834,ALABAMA,2011,35772,WESTROCK CP  LLC - STEVENSON MILL,POINT (924223.7325980425 1361351.9374008977),no,171542.94470725956
200 Refinery Road,SWEENY,260.0,BRAZORIA,1000390,CH4,METHANE,29.047183,-95.747683,TEXAS,2011,77208,OLD OCEAN GAS PLANT,POINT (24599.403330751877 663788.2955791656),no,88990.2775730695
2282 S DUCK LAKE RD,HIGHLAND,42.614,OAKLAND,1004903,N2O,NITROUS OXIDE,42.6203,-83.5743,MICHIGAN,2011,48356,VECTOR PIPELINE LP HIGHLAND,POINT (1010262.3051360692 2246414.5356791783),no,46764.37732415546
4981 Two Mile Road,ATHENS,27.416,CALHOUN,1004814,N2O,NITROUS OXIDE,42.14355,-85.25584,MICHIGAN,2011,49011,VECTOR PIPELINE LP ATHENS,POINT (880188.5376967846 2176777.634859863),no,178510.16555577522
950 Fountain Avenue,BROOKLYN,21875.0,KINGS,1004653,CH4,METHANE,40.655212,-73.86203,NEW YORK,2011,11239,FOUNTAIN AVENUE LANDFILL,POINT (1839531.3745371324 2175611.9725405592),yes,0.0
4200 PANORAMA DRIVE,BAKERSFIELD,41968.25,KERN,1007654,CH4,METHANE,35.4142,-118.9491,CALIFORNIA,2011,93306,BAKERSFIELD CITY LANDFILL,POINT (-2046071.9107769998 1621408.5966763953),no,153532.90471471785
170 NOBLE ROAD EAST,SHILOH,14901.5,RICHLAND,1004850,BIOCO2,BIOGENIC CO2,40.971102,-82.48517,OHIO,2011,44878,NOBLE ROAD LANDFILL (0370000134),POINT (1124392.1013559834 2075840.9240892143),no,87635.4450852865
One Energy Plaza,DETROIT,124.8,WAYNE,1006503,CO2,CARBON DIOXIDE,42.33328,-83.05727,MICHIGAN,2011,48226,DTE ENERGY MICHCON LDC,POINT (1056400.6066757496 2220234.2476057215),yes,0.0
1505 EAST BURLINGTON AVENUE,FORT MORGAN,46.488,MORGAN,1000357,N2O,NITROUS OXIDE,40.2469,-103.7756,COLORADO,2011,80701,CARGILL MEAT SOLUTIONS CORPORATION,POINT (-654997.0022981478 1941450.954854877),no,107789.37259426386
57220 825 RD,CLARKSON,10.9,STANTON,1007546,CO2,CARBON DIOXIDE,41.78651,-97.09357,NEBRASKA,2011,68629,NNSWC LANDFILL,POINT (-90236.75122381048 2087547.1319024183),no,366779.6420468586
PR-165 KM 30.8,TOA BAJA,5741.268,TOA,1003650,N2O,NITROUS OXIDE,18.4551,-66.1489,PUERTO RICO,2011,949,PREPA PALO SECO STEAM POWER PLANT,POINT (3218991.728034457 20316.778263506963),no,11372.815678143264
1550 Veterans Parkway,FORT STEWART,342.7,LIBERTY,1004667,N2O,NITROUS OXIDE,31.88091,-81.60825,GEORGIA,2011,31314,FORT STEWART HQS 3RD INFANTRY DIVISION (MECHANIZED),POINT (1350269.7171544412 1080951.9053590936),no,172377.6872917073
24500 US HIGHWAY 14,LAMBERTON,34.75,REDWOOD,1005586,CH4,METHANE,44.23202,-95.30027,MINNESOTA,2011,56152,HIGHWATER ETHANOL LLC,POINT (55728.240610643275 2360392.9422268514),no,180436.10654530214
3609 Highway 90,PATTERSON,23075.0,SAINT,1005243,CH4,METHANE,29.691875,-91.342885,LOUISIANA,2011,70392,ANR PIPELINE PATTERSON CS,POINT (450360.35026358423 746230.7548353366),no,391270.14090443513
2099 Holly Grove Road,SARDIS,45757.8,PANOLA,1005244,CO2,CARBON DIOXIDE,34.423067,-90.125564,MISSISSIPPI,2011,38666,ANR PIPELINE SARDIS CS,POINT (535385.1494305313 1278822.5928752262),no,78044.62744767417
77 BEALE STREET,SAN FRANCISCO,278370.25,SAN,1005256,CH4,METHANE,37.79134,-122.39604,CALIFORNIA,2011,94105,PACIFIC GAS AND ELECTRIC COMPANY,POINT (-2272966.7835280388 1957148.282181948),yes,0.0
606 S. Shelby St.,CARTHAGE,55.13,PANOLA,1005078,N2O,NITROUS OXIDE,32.162739,-94.338287,TEXAS,2011,75633,GULF SOUTH PIPELINE - CARTHAGE JCT STATION,POINT (155946.52682424927 1011279.7037349455),no,237650.72537627333
2250 ADAMSON ROAD,COCOA,237414.5,BREVARD,1005023,CH4,METHANE,28.395857,-80.820761,FLORIDA,2011,32926,BREVARD CO BOARD OF COUNTY COMMISSIONERS,POINT (1485063.1981838648 710551.5179385468),no,51490.51703520919
77 NORTH KENDALL AVENUE,BRADFORD,711.326,MCKEAN,1005590,N2O,NITROUS OXIDE,41.965472,-78.633108,PENNSYLVANIA,2011,16701,AMERICAN REFINING GROUP INC,POINT (1421472.0265187265 2237296.4220543695),no,204120.9077312536
589 Gulf South Compressor Station Rd.,TALLULAH,5776.0,MADISON,1004946,CH4,METHANE,32.39598,-91.173699,LOUISIANA,2011,71282,GULF SOUTH PIPELINE - TALLULAH STATION,POINT (451441.68533227866 1047381.9500163416),no,322751.1357022386
1476 Keystone Rd.,STERLINGTON,43356.7,OUACHITA,1004734,CO2,CARBON DIOXIDE,32.67155,-92.08936,LOUISIANA,2011,71280,GULF CROSSING PIPELINE - STERLINGTON STATION,POINT (364582.51446031284 1074150.0170532397),no,334885.0642396107
3800 HERITAGE ROAD,GREEN BAY,8119.9,BROWN,1004947,BIOCO2,BIOGENIC CO2,44.40987,-88.00843,WISCONSIN,2011,54304,BROWN COUNTY EAST LANDFILL,POINT (634059.6336706475 2406683.7683474673),no,150170.2757144895
3800 HERITAGE ROAD,GREEN BAY,8339.5,BROWN,1004947,CH4,METHANE,44.40987,-88.00843,WISCONSIN,2011,54304,BROWN COUNTY EAST LANDFILL,POINT (634059.6336706475 2406683.7683474673),no,150170.2757144895
354 Service Rd.,EAST LANSING,5910.4,INGHAM,1001250,BIOCO2,BIOGENIC CO2,42.7178,-84.4836,MICHIGAN,2011,48824,MICHIGAN STATE UNIVERSITY,POINT (935391.6839448239 2247917.1437902413),no,118765.96319742948
4062 DEEPSTEP ROAD,SANDERSVILLE,22.35,WASHINGTON,1004747,N2O,NITROUS OXIDE,33.006889,-82.846833,GEORGIA,2011,31082,IMERYS DEEPSTEP ROAD PLANT,POINT (1217519.8277386099 1188453.6125825702),no,168270.77119419535
3000 Old Chemstrand Road,CANTONMENT,9709846.346,ESCAMBIA,1004962,N2O,NITROUS OXIDE,30.598192,-87.248807,FLORIDA,2011,32533,ASCEND PERFORMANCE MATERIALS LLC,POINT (836164.3631533727 874327.1996927407),no,441240.6919615242
26270 HIGHWAY 405  RIVER ROAD SOUTH,PLAQUEMINE,479695.7,IBERVILLE,1004867,CO2,CARBON DIOXIDE,30.2594,-91.1737,LOUISIANA,2011,70764,SHINTECH PLAQUEMINE PLANT,POINT (463510.4876263787 809941.3459786434),no,409471.3586283285
100 MILL STREET,HODGE,10889.25,JACKSON,1005012,CH4,METHANE,32.276643,-92.727371,LOUISIANA,2011,71247,WESTROCK CP  LLC - HODGE MILL,POINT (306643.7476562916 1027892.5235325631),no,375294.61678961245
8403 LINDENWOOD RD,ROCKFORD,0.4,WINNEBAGO,1006358,CO2,CARBON DIOXIDE,42.159504,-89.055266,ILLINOIS,2011,61109,WINNEBAGO LANDFILL,POINT (569506.2446356377 2149571.3480503047),no,118217.39521684579
6513 South Mulford Road,ROCHELLE,41059.75,OGLE,1004936,CH4,METHANE,41.928249,-89.000209,ILLINOIS,2011,61068,ROCHELLE MUNICIPAL LANDFILL,POINT (575916.6581697833 2124105.335510746),no,108721.00446858571
725 Electric Ave. SE,ALBUQUERQUE,21.158,BERNALILLO,1007161,N2O,NITROUS OXIDE,35.0442,-106.67,NEW MEXICO,2011,87105,RIO BRAVO GENERATING STATION,POINT (-963236.1884551152 1385877.5423956555),no,521497.97955226095
11783 STATE HIGHWAY 14 S,TIJERAS,258.25,BERNALILLO,1009018,CH4,METHANE,35.071319,-106.392283,NEW MEXICO,2011,87059,GCC RIO GRANDE  INC. TIJERAS PLANT,POINT (-937935.4319554536 1386115.4184658888),no,542067.466273515
2401 E. 86TH ST.,BLOOMINGTON,2.4e-06,HENNEPIN,1000354,VERY_SHORT,VERY SHORT-LIVED COMPOUNDS,44.84786,-93.23745,MINNESOTA,2011,55425,SKYWATER TECHNOLOGY FOUNDRY INC,POINT (217993.49103414075 2431956.5411935705),no,13091.622600035082
2300 Victory Dr.,COLUMBUS,13919.5,DALLAS,1001386,CH4,METHANE,32.92548,-96.81613,GEORGIA,2011,31901,LIBERTY UTILITIES - GEORGIA,POINT (-75863.70275013954 1095303.6276117663),yes,0.0
13100West 14th Avenue,BLYTHE,19813.7,RIVERSIDE,1004779,CO2,CARBON DIOXIDE,33.60344,-114.64339,CALIFORNIA,2011,92225,SOUTHERN CALIFORNIA GAS BLYTHE FACILITY,POINT (-1707176.7530682168 1338663.188385194),no,235460.02888051962
91246 390TH AVENUE,HERON LAKE,369.0,COTTONWOOD,1005929,CH4,METHANE,43.862199,-95.300983,MINNESOTA,2011,56137,HERON LAKE BIOENERGY LLC,POINT (55974.77476383994 2319156.357350014),no,202821.3552882183
1844 W. FERRY ROAD,NAPERVILLE,170605.25,DUPAGE,1004163,CH4,METHANE,41.807253,-88.197789,ILLINOIS,2011,60563,NICOR GAS,POINT (642906.165814291 2115754.9195985375),no,42296.04316683377
78 HIGH MEADOW ROAD,BROOKFIELD,1625.25,FAIRFIELD,1004165,CH4,METHANE,41.43398,-73.37183,CONNECTICUT,2011,6804,IROQUOIS GAS TRANSMISSION SYSTEM  L.P. - BROOKFIELD COMPRESSOR STATION,POINT (1858933.0715397308 2269941.217745871),no,77254.63100324196
