Address Line 1,City,County,State Name,is_major_city,distance_to_nearest_major_city,distance_to_coast,Facility ID,BIOCO2,CH4,CO2,HFC,HFE,N2O,NF3,OTHER,OTHER_FULL,PFC,SF6,VERY_SHORT
3002 HIGHWAY 421 NORTH,WILMINGTON,NEW,NORTH CAROLINA,no,184172.6099079644,10152.606885904726,1000391,9149.1,137.0,6690.8,0.0,0.0,214.262,0.0,0.0,0.0,0.0,0.0,0.0
3002 NORTH VICTORY ROAD,NORFOLK,MADISON,NEBRASKA,no,406489.92477638845,1386757.2841240233,1003954,190.0,139.0,71692.0,0.0,0.0,42.316,0.0,0.0,0.0,0.0,0.0,0.0
3002 OLD BALLINGER HWY  SAN AN,SAN ANGELO,TOM,TEXAS,no,284956.91197860526,473720.3943065695,1003044,0.0,89718.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003 State Highway 225,PASADENA,HARRIS,TEXAS,no,24411.77585569768,9389.91949087274,1009064,0.0,15.0,35540.4,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0
3003 West Casino Rd,EVERETT,SNOHOMISH,WASHINGTON,no,33576.390039911515,3872.269611249673,1000640,0.0,33.5,70807.4,0.0,0.0,39.932,0.0,0.0,0.0,0.0,0.0,0.0
3008 80TH ST,EAU CLAIRE,CHIPPEWA,WISCONSIN,no,138376.37377424794,1040609.6617787611,1000510,0.0,17.25,34412.5,0.0,0.0,22.35,0.0,0.0,0.0,0.0,0.0,0.0
3008 Johnson Koran Rd,HAUGHTON,BOSSIER,LOUISIANA,no,308162.20709005237,276285.5886562324,1009772,0.0,730.25,81347.3,0.0,0.0,9.238,0.0,0.0,0.0,0.0,0.0,0.0
3009 WEST 49TH STREET,GREELEY,WELD,COLORADO,no,68587.89321890418,1268024.5142237723,1006310,0.0,2898.125,44846.552,0.0,0.0,25.032,0.0,0.0,0.0,0.0,0.0,0.0
301 20th Ave. SE,WATERTOWN,CODINGTON,SOUTH DAKOTA,no,303331.6851039369,1340232.6506951537,1005386,0.0,166.5,144638.6,0.0,0.0,81.354,0.0,0.0,0.0,0.0,0.0,0.0
301 Bear Creek Road,OAK RIDGE,ANDERSON,TENNESSEE,no,226128.4394632293,495094.9434049093,1006655,0.0,35.5,70107.0,0.0,0.0,47.978,0.0,0.0,0.0,0.0,0.0,0.0
301 Carl Road,SUNNYVALE,SANTA,CALIFORNIA,no,19840.03113719316,4116.981047305498,1003386,9046.0,1845.0,11059.0,0.0,0.0,33.674,0.0,0.0,0.0,0.0,0.0,0.0
301 Charlene Street,BILLINGS,YELLOWSTONE,MONTANA,no,623436.812652912,1077431.512205834,1000720,0.0,2544.0,906335.7,0.0,0.0,4410.698,0.0,0.0,0.0,0.0,0.0,0.0
301 Commerce Street  Suite 1800,FORT WORTH,TARRANT,TEXAS,no,52727.35331850457,398263.442635559,1009717,0.0,53187.5,20905.7,0.0,0.0,11.026,0.0,0.0,0.0,0.0,0.0,0.0
301 Count Road 177,BELLEVUE,HURON,OHIO,no,99873.00812598596,555754.3071831884,1010145,0.0,1.25,3228.5522,10702.692,0.0,1.49,0.0,0.0,0.0,0.0,252138.36,0.0
301 E Cherry Stree,CLARKSVILLE,JOHNSON,ARKANSAS,no,317275.1241335655,612641.8237288158,1011994,0.0,82508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301 E FRONT ST,BUFFALO,SCOTT,IOWA,no,252324.46061265923,1178236.7536841438,1006077,0.0,646.0,773474.4,0.0,0.0,1110.944,0.0,0.0,0.0,0.0,0.0,0.0
301 E STATE HIGHWAY 18,DELL,MISSISSIPPI,ARKANSAS,no,84476.94849611612,600982.13157972,1000794,0.0,122.75,204363.8,0.0,0.0,198.468,0.0,0.0,0.0,0.0,0.0,0.0
301 E. CENTRAL,SPRINGFIELD,GREENE,MISSOURI,no,240156.62203176055,808671.6476997116,1003491,0.0,6078.0,156.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301 EAST CANAL STREET,PERU,MIAMI,INDIANA,no,109819.19738295044,784557.4369185732,1005081,0.0,4.0,899.6,0.0,0.0,7.152,0.0,0.0,0.0,0.0,0.0,0.0
301 King Loop Road,JUDSONIA,WHITE,ARKANSAS,no,160920.6589619201,583913.4540116743,1008774,0.0,12.0,25434.2,0.0,0.0,14.304,0.0,0.0,0.0,0.0,0.0,0.0
301 LAKE CROOK ROAD,PARIS,LAMAR,TEXAS,no,150657.82863465065,441626.8652099842,1000472,0.0,87.0,187807.7,0.0,0.0,103.704,0.0,0.0,0.0,0.0,0.0,0.0
301 LEROY ST.,THREE RIVERS,LIVE,TEXAS,no,116078.82677026377,92204.79856340848,1008310,0.0,18447.925,740115.717,0.0,0.0,2757.99,0.0,0.0,0.0,0.0,0.0,0.0
301 N. BROADWAY,LOS ANGELES,LOS,CALIFORNIA,yes,0.0,21998.032697574577,1002591,0.0,45.25,95971.1,0.0,0.0,53.938,0.0,0.0,0.0,0.0,0.0,0.0
301 POINT BASSE AVE.,NEKOOSA,WOOD,WISCONSIN,no,208393.00676758768,999852.7970588459,1004396,447109.0,65553.5,329809.0,0.0,0.0,6576.86,0.0,0.0,0.0,0.0,0.0,0.0
301 RILEY RD,EAST CHICAGO,LAKE,INDIANA,no,27198.68146861056,927271.6336150052,1002300,0.0,12.0,25409.6,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0
301 SILVER CREEK RD NE,ROCHESTER,OLMSTED,MINNESOTA,no,123783.37121370526,1159455.2560038124,1005528,35756.0,544.5,28149.3,0.0,0.0,851.684,0.0,0.0,0.0,0.0,0.0,0.0
301 SPRING ST.,EAST JORDAN,CHARLEVOIX,MICHIGAN,no,325254.2551374869,716694.7483568237,1005527,0.0,140.5,61411.3,0.0,0.0,238.4,0.0,0.0,0.0,0.0,0.0,0.0
301 St. Paul Park Road,ST. PAUL PARK,WASHINGTON,MINNESOTA,no,24428.80790526926,1130251.2150219935,1002027,0.0,1590.5,808848.5,0.0,0.0,648.15,0.0,0.0,0.0,0.0,0.0,0.0
301 Troy Dr.,MADISON,DANE,WISCONSIN,no,116139.70796682336,1081797.4094530195,1007760,0.0,82.5,28034.5,0.0,0.0,143.04,0.0,0.0,0.0,0.0,0.0,0.0
301 US 31,SPEED,CLARK,INDIANA,no,134402.75516840167,725414.1066881511,1002517,0.0,1124.25,566191.2,0.0,0.0,1953.986,0.0,0.0,0.0,0.0,0.0,0.0
301 VISTA DEL MAR,EL SEGUNDO,LOS,CALIFORNIA,no,22804.266592643824,191.8903087975291,1000431,0.0,56.925,143005.8,0.0,0.0,67.646,0.0,0.0,0.0,0.0,0.0,0.0
3010 CONDA ROAD,SODA SPRINGS,CARIBOU,IDAHO,no,221845.22733940292,987306.8506653395,1001154,0.0,40.0,108737.8,0.0,0.0,47.68,0.0,0.0,0.0,0.0,0.0,0.0
3012 SMITH COUNTY ROAD 97,RALEIGH,SMITH,MISSISSIPPI,yes,0.0,177636.0487716513,1000298,0.0,31.0,66969.8,0.0,0.0,36.952,0.0,0.0,0.0,0.0,0.0,0.0
30120 HH31 Road,NATURITA,MONTROSE,COLORADO,no,328710.1093079343,912744.0958456966,1007618,0.0,9536.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30134 GENERAL THOMAS HIGHWAY,FRANKLIN,SOUTHAMPTON,VIRGINIA,no,84742.63402782727,43822.28284517632,1007111,0.0,473.75,165248.6,0.0,0.0,824.268,0.0,0.0,0.0,0.0,0.0,0.0
3016 FM 1327,BUDA,TRAVIS,TEXAS,no,22412.85547058702,185596.29808089754,1005347,0.0,348584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30191 N. County Rd. 3120,ELMORE CITY,GARVIN,OKLAHOMA,no,207110.34789268492,581136.8261449144,1005058,0.0,146.5,28273.3,0.0,0.0,254.492,0.0,0.0,0.0,0.0,0.0,0.0
302 MAYDE ROAD,BEREA,MADISON,KENTUCKY,no,173424.5373330203,611175.0844508272,1004191,0.0,25.25,53341.7,0.0,0.0,30.098,0.0,0.0,0.0,0.0,0.0,0.0
302 Peoples Ave,ROCKFORD,WINNEBAGO,ILLINOIS,no,124146.50837170034,1074483.5535747523,1009622,0.0,141.0,66241.2,0.0,0.0,241.976,0.0,0.0,0.0,0.0,0.0,0.0
3020 STATE AVE.,BILLINGS,YELLOWSTONE,MONTANA,no,622309.8696485594,1076263.6129870596,1001783,0.0,232.25,94410.6,0.0,0.0,400.512,0.0,0.0,0.0,0.0,0.0,0.0
30211 major ave,MACON,MACON,MISSOURI,no,197772.73454591248,1064396.6615594777,1007809,0.0,40.5,85259.0,0.0,0.0,48.872,0.0,0.0,0.0,0.0,0.0,0.0
3022 COUNTY ROAD 18,OAKLEY,GOVE,KANSAS,no,359991.61951600865,1168066.8230925493,1000405,0.0,21.25,45261.1,0.0,0.0,25.33,0.0,0.0,0.0,0.0,0.0,0.0
3024 Ocean Heights Avenue,EGG HARBOR TOWNSHIP,ATLANTIC,NEW JERSEY,no,85374.0950889772,4992.158812005784,1007557,0.0,4535.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025 Landfill Road,GREENVILLE,PITT,NORTH CAROLINA,no,112120.19818762221,34467.83021007609,1010987,0.0,41589.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028 NAVY DRIVE,STOCKTON,SAN,CALIFORNIA,no,70980.02595994352,11288.647846522163,1007262,0.0,29.5,62603.4,0.0,0.0,35.164,0.0,0.0,0.0,0.0,0.0,0.0
303 BREW ROAD,BERGEN,MONROE,NEW YORK,no,338627.5518499964,335695.22387760336,1002951,33593.417306,172737.8627,1601.1,0.0,0.0,124.1021,0.0,0.0,0.0,0.0,0.0,0.0
303 EAST BROADWAY,DOVER,TUSCARAWAS,OHIO,no,108540.80999737848,415381.74783384,1006663,0.0,341.0,115959.9,0.0,0.0,590.04,0.0,0.0,0.0,0.0,0.0,0.0
303 SOLDIER COLONY ROAD,CANTON,MADISON,MISSISSIPPI,no,280781.7429529089,245845.25153784905,1006544,0.0,38106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303 Veterans Airpark Ln,MIDLAND,MIDLAND,TEXAS,no,444370.7959493109,637574.8667555064,1009391,0.0,806870.75,113668.4,0.0,0.0,117.71,0.0,0.0,0.0,0.0,0.0,0.0
303 Veterans Airpark Ln,MIDLAND,MIDLAND,TEXAS,no,444370.7959493109,637574.8667555064,1009986,0.0,5401.0,28255.7,0.0,0.0,14.304,0.0,0.0,0.0,0.0,0.0,0.0
303 W. Wall St.  Ste. 101 ,MIDLAND,MIDLAND,TEXAS,no,441055.9450336436,634289.0464161715,1008607,0.0,203060.0,101817.1,0.0,0.0,238.996,0.0,0.0,0.0,0.0,0.0,0.0
3030 E LAKE PARKER DR,LAKELAND,POLK,FLORIDA,no,52100.10549084307,52206.165445034145,1001500,0.0,4816.75,2327537.6,0.0,0.0,8145.234,0.0,0.0,0.0,0.0,0.0,0.0
3030 East Granger,DES MOINES,POLK,IOWA,no,287037.526390299,1285648.631888378,1002014,3871.7,18.0,25195.0,0.0,0.0,28.31,0.0,0.0,0.0,0.0,0.0,0.0
30300 PETTIBONE ROAD,GLENWILLOW,CUYAHOGA,OHIO,no,22413.663579173597,461978.2183998217,1006345,0.0,3897.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031 FARM ROAD 3417,MT PLEASANT,TITUS,TEXAS,no,168804.3330002319,362293.13430743775,1002513,0.0,45215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035 State Route 209,MILLERSBURG,DAUPHIN,PENNSYLVANIA,no,141199.27607538112,130700.85404786326,1003503,0.0,26975.4,408.547,0.0,0.0,0.894,0.0,0.0,0.0,0.0,0.0,0.0
30385 CROWLEY EUNICE HWY,EUNICE,ACADIA,LOUISIANA,no,295311.1485664352,76394.10639898844,1001347,0.0,613.0,1322358.3,0.0,0.0,730.696,0.0,0.0,0.0,0.0,0.0,0.0
304 Inverness Way South  Suite 295,ENGLEWOOD,DOUGLAS,COLORADO,no,22093.526833106072,1192322.084414703,1008419,0.0,6274.75,37846.7,0.0,0.0,46.786,0.0,0.0,0.0,0.0,0.0,0.0
304 OLD OKAHOLA SCHOOL ROAD,PURVIS,LAMAR,MISSISSIPPI,no,437326.55824628385,93473.93277653227,1000535,0.0,5383.0,1822004.4,0.0,0.0,9333.36,0.0,0.0,0.0,0.0,0.0,0.0
304 PROGRESS RD,TIVERTON,NEWPORT,RHODE ISLAND,no,28867.986000399796,3066.1600463325967,1001301,0.0,290.75,626800.0,0.0,0.0,346.574,0.0,0.0,0.0,0.0,0.0,0.0
3044 Hwy. 287,HATTIEVILLE,CONWAY,ARKANSAS,no,246002.74531512032,596344.2011062657,1008065,0.0,13.75,29064.5,0.0,0.0,16.39,0.0,0.0,0.0,0.0,0.0,0.0
3046 West Liberty Avenue,TONTITOWN,WASHINGTON,ARKANSAS,no,330117.9503550773,692776.2058560634,1000487,0.0,53.25,114378.2,0.0,0.0,63.474,0.0,0.0,0.0,0.0,0.0,0.0
3048 LCR 460,MEXIA,LIMESTONE,TEXAS,no,133880.0463108323,249214.40061393802,1002469,0.0,14155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30480 AMERICAN DRIVE,HALSEY,LINN,OREGON,no,134602.38164982453,68352.67620086642,1004017,497451.0,4005.5,67561.7,0.0,0.0,7874.65,0.0,0.0,0.0,0.0,0.0,0.0
3049 RIVER RD,CONESTOGA,LANCASTER,PENNSYLVANIA,no,74226.81870532889,54153.94405461075,1003521,0.0,53485.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305 LEWIS & CLARK BLVD.,EAST ALTON,MADISON,ILLINOIS,no,28505.07231748913,928481.6820939786,1004542,0.0,18.5,39488.3,0.0,0.0,22.648,0.0,0.0,0.0,0.0,0.0,0.0
305 NORTH HURON,HARBOR BEACH,HURON,MICHIGAN,no,167424.95782137843,643096.9313810645,1002529,0.0,27.25,57736.9,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0
305 PRESCOTT ROAD,LEBANON,LEBANON,PENNSYLVANIA,no,110866.51450234029,91062.29255536645,1007058,0.0,900.5,1942209.2,0.0,0.0,1073.396,0.0,0.0,0.0,0.0,0.0,0.0
305 West Crossroads Parkway,BOLINGBROOK,WILL,ILLINOIS,no,36869.90689315543,975300.9552912889,1009613,0.0,0.5,1257.7,0.0,0.0,0.596,0.0,0.0,0.0,0.0,223932.48,0.0
3050 N FRANKLIN ST,CHRISTIANSBURG,MONTGOMERY,VIRGINIA,no,217794.35939907382,276659.78561549867,1006643,0.0,14.0,29719.4,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0
3051 Hamilton Boulevard,THEODORE,MOBILE,ALABAMA,no,499295.75196541357,1618.1026375925635,1004810,0.0,920.5,737442.1,0.0,0.0,1540.66,0.0,0.0,0.0,0.0,0.0,0.0
3055 FARM RD. 1006,ORANGE,ORANGE,TEXAS,no,160495.79377202026,8438.327137806742,1003382,0.0,11570.25,973178.1,0.0,0.0,1633.04,0.0,0.0,0.0,0.0,0.0,0.0
3055 FM 1006,ORANGE,ORANGE,TEXAS,no,160518.01806326245,8571.47369903148,1001324,0.0,664.0,2304142.1,0.0,0.0,791.488,0.0,0.0,0.0,0.0,0.0,0.0
3055 OHIO DR.,HENDERSON,HENDERSON,KENTUCKY,no,197843.72650825165,790611.318187868,1005000,0.0,18.25,38562.3,0.0,0.0,21.754,0.0,0.0,0.0,0.0,0.0,0.0
3055A FM 1006,ORANGE,ORANGE,TEXAS,no,160640.32379695473,8432.419994800584,1002212,0.0,45.75,96392.0,0.0,0.0,408745.74,0.0,0.0,0.0,0.0,0.0,0.0
306 Benson School,COLUMBIA,RICHLAND,SOUTH CAROLINA,no,136723.6132349781,162352.8485912159,1007355,0.0,13.25,27621.3,0.0,0.0,16.39,0.0,0.0,0.0,0.0,0.0,0.0
306 COUNTY ROAD 7 EAST,BRILLIANT,JEFFERSON,OHIO,no,60388.208353596056,340226.658620648,1000839,0.0,21111.75,7340675.2,0.0,0.0,36640.59,0.0,0.0,0.0,0.0,0.0,0.0
306 KNOX LEE,LONGVIEW,GREGG,TEXAS,no,203771.33139548198,276193.1434540546,1000934,0.0,161.5,348659.0,0.0,0.0,192.508,0.0,0.0,0.0,0.0,0.0,0.0
306 Station Rd,ROBESONIA,BERKS,PENNSYLVANIA,no,96900.49189977621,90487.5921435948,1000179,0.0,5627.5,57837.2,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0
3060 EGGERS AVENUE,CLEVELAND,CUYAHOGA,OHIO,yes,0.0,483701.295444,1007177,0.0,207.0,3732386.9,0.0,0.0,600.47,0.0,0.0,0.0,0.0,0.0,0.0
3060 S 27TH AVE,PHOENIX,MARICOPA,ARIZONA,yes,0.0,257957.72346560474,1006280,0.0,26450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066 MORRIS CREEK ROAD,STANTON,POWELL,KENTUCKY,no,150862.41696622552,567596.6411844407,1004361,0.0,3190.5,59863.4,0.0,0.0,33.674,0.0,0.0,0.0,0.0,0.0,0.0
30694 US Hwy 77,BEATRICE,GAGE,NEBRASKA,no,223163.46156071924,1173097.7764947386,1002343,0.0,4451.25,25940.9,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0
3071 COLO HWY 50,GRAND JUNCTION,MESA,COLORADO,no,319821.50555984495,958923.4941556962,1006977,0.0,75684.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071 E Miraloma Ave,ANAHEIM,ORANGE,CALIFORNIA,no,43378.23994764731,25031.770031334356,1001134,0.0,6.75,14652.5,0.0,0.0,8.046,0.0,0.0,0.0,0.0,0.0,0.0
3071 E. Miraloma Avenue,ANAHEIM  CA,ORANGE,CALIFORNIA,no,43771.96761950195,24995.2379416405,1000566,0.0,9.75,21293.0,0.0,0.0,11.622,0.0,0.0,0.0,0.0,0.0,0.0
3073 US HIGHWAY 287,EADS,KIOWA,COLORADO,no,236086.34861798293,1196898.0997603182,1001994,0.0,3460.5,28144.7,0.0,0.0,15.794,0.0,0.0,0.0,0.0,0.0,0.0
30739 DD 30 ROAD,NUCLA,MONTROSE,COLORADO,no,355340.49328122154,885697.9084648925,1007676,0.0,2124.75,719051.5,0.0,0.0,3684.472,0.0,0.0,0.0,0.0,0.0,0.0
30750 212TH ST - HWY 3,SHELL ROCK,BUTLER,IOWA,no,253790.81087846638,1275630.681065138,1003970,533.9,358.75,155138.0,0.0,0.0,89.102,0.0,0.0,0.0,0.0,0.0,0.0
30755 EDISON RD,NEW CARLISLE,ST,INDIANA,no,101845.70649427034,850490.0430627452,1003581,0.0,49.0,103961.0,0.0,0.0,59.6,0.0,0.0,0.0,0.0,0.0,0.0
308 East Pearl Street,JACKSON,HINDS,MISSISSIPPI,no,314540.6574803708,212300.57215253403,1010006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378.04,0.0
308 MOSELLE SEMINARY ROAD,MOSELLE,JONES,MISSISSIPPI,no,404381.09862594353,125917.3316256093,1000703,0.0,86.5,186315.7,0.0,0.0,103.108,0.0,0.0,0.0,0.0,0.0,0.0
308 Torch Lane,PATTERSON,SAINT,LOUISIANA,no,394500.1643757074,12065.765297593556,1003094,0.0,4906.5,23293.4,0.0,0.0,13.112,0.0,0.0,0.0,0.0,0.0,0.0
3083 SMACKOVER HIGHWAY,EL DORADO,UNION,ARKANSAS,no,318829.56088357075,386045.0204610514,1004479,0.0,91540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084 W 225 S,LOGANSPORT,CASS,INDIANA,no,109967.93305409064,814083.6234892297,1006136,0.0,44.5,387061.1,0.0,0.0,77.48,0.0,0.0,0.0,0.0,0.0,0.0
309 CONGRESS AVE,NEW HAVEN,NEW,CONNECTICUT,no,92867.14178301726,1224.046303824122,1004800,0.0,48.0,99503.7,0.0,0.0,59.004,0.0,0.0,0.0,0.0,0.0,0.0
309 Worthy Rd.,WEST MONROE,OUACHITA,LOUISIANA,no,350445.16687325586,303852.16219862306,1008375,0.0,12335.25,16750.3,0.0,0.0,9.238,0.0,0.0,0.0,0.0,0.0,0.0
30919 MERIDIAN STREET EAST,GRAHAM,PIERCE,WASHINGTON,no,71753.37499333396,32378.19450343503,1004679,0.0,4002.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095 Commerce Parkway,LA GRANGE,OLDHAM,KENTUCKY,no,114833.00443613925,696511.0839146859,1001341,0.0,9.25,20521.1,0.0,0.0,11.026,0.0,0.0,0.0,0.0,0.0,0.0
3095 Highway 640,MULBERRY,POLK,FLORIDA,no,42887.93519200317,33799.898087071226,1009709,0.0,43.25,282543.0,0.0,0.0,60.792,0.0,0.0,0.0,0.0,0.0,0.0
3099 SANTIAGO CYN RD,ORANGE,ORANGE,CALIFORNIA,no,36920.45897445109,24418.073915903096,1002318,0.0,117119.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31 01 20TH AVE,ASTORIA,QUEENS,NEW YORK,no,4440.322663849699,88.9032623132158,1000132,0.0,32.025,58889.1,0.0,0.0,47.978,0.0,0.0,0.0,0.0,0.0,0.0
31 03 20TH AVE,ASTORIA,QUEENS,NEW YORK,no,5099.2424739127055,63.145983220191624,1000467,0.0,571.5,1224436.7,0.0,0.0,684.208,0.0,0.0,0.0,0.0,0.0,0.0
31 REFUSE ROAD  2 MILES S OF B,REDLANDS,SAN,CALIFORNIA,no,18439.57929818385,74667.29254273007,1004692,0.0,49154.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31 SORD Drive,ARDMORE,CARTER,OKLAHOMA,no,158788.9292347666,529583.5178776818,1002234,19391.6,73131.25,0.0,0.0,0.0,70.03,0.0,0.0,0.0,0.0,0.0,0.0
31 UNION ELECTRIC STEEL ROAD ROUTE 18 NORTH,BURGETTSTOWN,WASHINGTON,PENNSYLVANIA,no,36470.12963380638,330504.46651699307,1000399,0.0,4.0,31994.8,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0
310 3RD AVE NORTH,WISCONSIN RAPIDS,WOOD,WISCONSIN,no,210460.34581006464,989464.649843849,1004874,0.0,8.0,16994.7,0.0,0.0,9.536,0.0,0.0,0.0,0.0,0.0,0.0
310 East Frontage Road,KAUKAUNA,OUTAGAMIE,WISCONSIN,no,141497.503410967,918702.8532299206,1000421,0.0,273.75,588407.6,0.0,0.0,328.098,0.0,0.0,0.0,0.0,0.0,0.0
310 FM 1856,SWEETWATER,NOLAN,TEXAS,no,334840.563317867,545805.7767415718,1007697,0.0,15.75,33514.0,0.0,0.0,18.774,0.0,0.0,0.0,0.0,0.0,0.0
310 New State Road,CAYCE,LEXINGTON,SOUTH CAROLINA,no,140664.26709440487,159970.72837417587,1005346,0.0,19.5,120244.8,0.0,0.0,24.436,0.0,0.0,0.0,0.0,0.0,0.0
310 Seabee Way  Bldg. 1H,GREAT LAKES,LAKE,ILLINOIS,no,54532.218021171946,979947.3872699761,1000286,0.0,30.0,63832.2,0.0,0.0,34.568,0.0,0.0,0.0,0.0,0.0,0.0
310 WATER ST.,BALTIMORE,FAIRFIELD,OHIO,yes,0.0,476463.1866244227,1001671,0.0,9305.25,27534.0,0.0,0.0,15.496,0.0,0.0,0.0,0.0,0.0,0.0
3100 Ashby Road,SHASTA LAKE,SHASTA,CALIFORNIA,no,246931.4889780719,143357.4565233432,1002640,0.0,8.5,21207.4,0.0,0.0,10.132,0.0,0.0,0.0,0.0,0.0,0.0
3100 Brooklyn Road,JACKSON,JACKSON,MICHIGAN,no,105230.21943230387,715182.8601495243,1003965,0.0,16.5,63082.0,0.0,0.0,19.668,0.0,0.0,0.0,0.0,0.0,0.0
3100 Country Road 33900,POWDERLY,LAMAR,TEXAS,no,156149.85745709328,450745.26423933485,1007853,0.0,77275.15,320.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100 Hill Road,LIBRARY,ALLEGHENY,PENNSYLVANIA,no,18180.900857885095,292394.9759026502,1007691,0.0,9450.15,235.691,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0
3100 MARSHALL ST NE,MINNEAPOLIS,HENNEPIN,MINNESOTA,yes,0.0,1134610.2853664306,1000693,0.0,111.25,240244.9,0.0,0.0,132.61,0.0,0.0,0.0,0.0,0.0,0.0
3100 STEVENSON DRIVE,SPRINGFIELD,SANGAMON,ILLINOIS,no,136883.75499943306,1017976.7087076495,1001529,0.0,7538.75,2548807.2,0.0,0.0,13070.28,0.0,0.0,0.0,0.0,0.0,0.0
3100 VICHY SPRINGS ROAD  3 MI SW OF UKIAH,UKIAH,MENDOCINO,CALIFORNIA,no,160521.55809679846,47334.27782069715,1004828,0.0,25237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100 WEST BROAD ST,ELIZABETHTOWN,BLADEN,NORTH CAROLINA,no,132613.3791149012,80172.60344486628,1001211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101 BUSCH DRIVE,FAIRFIELD,SOLANO,CALIFORNIA,no,62334.49770238069,12191.131275956875,1002734,2812.3,11.75,16047.3,0.0,0.0,17.88,0.0,0.0,0.0,0.0,0.0,0.0
3102 Twin Bridges Road,RICHLAND,BENTON,WASHINGTON,no,267876.6310751965,254408.64262323175,1007090,0.0,38770.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3105 NORTH IBP ROAD,HOLCOMB,FINNEY,KANSAS,no,385268.0840522758,1071737.114040603,1001827,0.0,24.25,51384.8,0.0,0.0,28.906,0.0,0.0,0.0,0.0,0.0,0.0
3107 SYLVAN ROAD,ATLANTA,FULTON,GEORGIA,yes,0.0,353728.4333795711,1002180,0.0,24.0,72675.3,0.0,0.0,28.608,0.0,0.0,0.0,0.0,0.0,0.0
3108 County Rd 902,JOSHUA,JOHNSON,TEXAS,no,74872.78901804287,372912.5360154054,1004281,0.0,22.5,47488.3,0.0,0.0,26.82,0.0,0.0,0.0,0.0,0.0,0.0
311 NORTH DIVISION STREET,AUBURN,CAYUGA,NEW YORK,no,324759.50487665774,273094.6189189883,1003034,0.0,9351.75,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110 WALTERS DRIVE,LITTLE ROCK,PULASKI,ARKANSAS,no,210800.61161508723,517323.94334644254,1003408,0.0,10.75,22868.0,0.0,0.0,12.814,0.0,0.0,0.0,0.0,0.0,0.0
31125 IRONWOOD AVENUE,MORENO VALLEY,RIVERSIDE,CALIFORNIA,no,124794.11789481416,137267.00276629033,1000046,2508.5,35900.75,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0
3114 CR 63 S,BERRY,FAYETTE,ALABAMA,no,272258.017995514,323493.8066430254,1011664,0.0,73428.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118 OAKLAND SANG RUN ROAD,OAKLAND,GARRETT,MARYLAND,no,118944.02861189577,207383.39252376644,1003378,0.0,42666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120 RIVERSIDE AVE,MARINETTE,MARINETTE,WISCONSIN,no,228912.18028535217,821742.5387033939,1002013,0.0,17.5,36821.2,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0
